didok;stationsbezeichnung;parkrail_anzahl;parkrail_preis_tag;parkrail_preis_monat;parkrail_preis_jahr;parkrail_pflichtig_zeit1;parkrail_pflichtig_zeit2;parkrail_pflichtig_zeit3;parkrail_bemerkung;railtaxitext;railtaxiinfo;mietvelo_bezeichnung;mietvelo_anzahl;mietvelo_bemerkung;veloparking_status_d;veloparking_bemerkung_d;veloparking_abschliessbar;veloparking_abschliessbar_text;carsharing standort_bezeichnung;parkrail_App;parkrail_Webshop;parkrail_Lokal;BPUIC;Name Haltestelle;lod;geopos;plz;meteo;tu-nummer;Abkuerzung Bahnhof
3205;Au ZH;27.0;10.0;50.0;500.0;00.00 - 24.00;00.00 - 24.00;00.00 - 24.00;;;;;;;Immer genügend Veloabstellplätze verfügbar;;0;;;1;1;1;8503205;Au ZH;http://lod.opentransportdata.swiss/didok/8503205;47.2468179444,8.64372590903;8804;https://meteo.sbb.ch/?didok=8503205;11;AU
3206;Wädenswil;;;;;;;;P+R auf Stadtgebiet. Kein Verkauf am Bahnschalter.;;;;;;Knappe Verfügbarkeit von Veloabstellplätzen, teilweise überbelegt;;1;;Wädenswil Bahnhof;0;0;1;8503206;Wädenswil;http://lod.opentransportdata.swiss/didok/8503206;47.2293072774,8.67521627099;8820;https://meteo.sbb.ch/?didok=8503206;11;WAE
3207;Richterswil;132.0;8.0;80.0;800.0;00.00 - 24.00;00.00 - 24.00;00.00 - 24.00;;;;;;;Immer genügend Veloabstellplätze verfügbar;;0;;Richterswil Bahnhof Burghalden;1;1;1;8503207;Richterswil;http://lod.opentransportdata.swiss/didok/8503207;47.2083749971,8.70748135504;8805;https://meteo.sbb.ch/?didok=8503207;11;RI
3207;Richterswil;132.0;8.0;80.0;800.0;00.00 - 24.00;00.00 - 24.00;00.00 - 24.00;;;;;;;Immer genügend Veloabstellplätze verfügbar;;0;;Richterswil Bahnhof;1;1;1;8503207;Richterswil;http://lod.opentransportdata.swiss/didok/8503207;47.2083749971,8.70748135504;8805;https://meteo.sbb.ch/?didok=8503207;11;RI
3208;Bäch;;;;;;;;;;;;;;Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt;;0;;;;;;8503208;Bäch SZ;http://lod.opentransportdata.swiss/didok/8503208;47.2009816419,8.72717426861;8806;https://meteo.sbb.ch/?didok=8503208;11;BAE
3209;Pfäffikon SZ;178.0;7.0;70.0;700.0;00.00 - 24.00;00.00 - 24.00;00.00 - 24.00;Aufgrund Bauarbeiten sind einige P+Rail Anlagen in Pfäffikon SZ ab 21.01.2021 bis 09.04.2021 geschlossen;;;;;;Immer genügend Veloabstellplätze verfügbar;;0;;Pfäffikon (SZ) Bahnhof;1;1;1;8503209;Pfäffikon SZ;http://lod.opentransportdata.swiss/didok/8503209;47.2029974431,8.77812981895;8808;https://meteo.sbb.ch/?didok=8503209;11;PF
3210;Freienbach SBB;;;;;;;;;;;;;;Immer genügend Veloabstellplätze verfügbar;;0;;;;;;8503210;Freienbach SBB;http://lod.opentransportdata.swiss/didok/8503210;47.207310708,8.75621859973;8807;https://meteo.sbb.ch/?didok=8503210;11;FRB
3211;Altendorf;12.0;5.0;50.0;500.0;00.00 - 24.00;00.00 - 24.00;00.00 - 24.00;;;;;;;Immer genügend Veloabstellplätze verfügbar;;0;;;1;1;1;8503211;Altendorf;http://lod.opentransportdata.swiss/didok/8503211;47.1939670659,8.82290584821;8852;https://meteo.sbb.ch/?didok=8503211;11;ALTD
3220;Lachen;77.0;6.0;60.0;600.0;00.00 - 24.00;00.00 - 24.00;00.00 - 24.00;;;;;;;Immer genügend Veloabstellplätze verfügbar;;0;;Lachen (SZ) Bahnhof;1;1;1;8503220;Lachen SZ;http://lod.opentransportdata.swiss/didok/8503220;47.1900684319,8.85271518942;8853;https://meteo.sbb.ch/?didok=8503220;11;LA
3221;Siebnen-Wangen;96.0;5.0;50.0;500.0;00.00 - 24.00;00.00 - 24.00;00.00 - 24.00;;;;;;;Immer genügend Veloabstellplätze verfügbar;;0;;Siebnen Bahnhof;1;1;1;8503221;Siebnen-Wangen;http://lod.opentransportdata.swiss/didok/8503221;47.1826706974,8.90071360394;8854;https://meteo.sbb.ch/?didok=8503221;11;SIB
3222;Schübelbach-Buttikon;30.0;4.0;40.0;400.0;00.00 - 24.00;00.00 - 24.00;00.00 - 24.00;;;;;;;Immer genügend Veloabstellplätze verfügbar;;0;;;1;1;1;8503222;Schübelbach-Buttikon;http://lod.opentransportdata.swiss/didok/8503222;47.1763898301,8.93878097396;8862;https://meteo.sbb.ch/?didok=8503222;11;SCBU
3223;Reichenburg;12.0;4.0;40.0;400.0;00.00 - 24.00;00.00 - 24.00;00.00 - 24.00;;;;;;;Immer genügend Veloabstellplätze verfügbar;;0;;;1;1;1;8503223;Reichenburg;http://lod.opentransportdata.swiss/didok/8503223;47.1726982176,8.98232264544;8864;https://meteo.sbb.ch/?didok=8503223;11;RG
3224;Bilten;21.0;4.0;40.0;400.0;06.00 - 19.00;06.00 - 19.00;06.00 - 19.00;;;;;;;Immer genügend Veloabstellplätze verfügbar;;0;;;1;1;1;8503224;Bilten;http://lod.opentransportdata.swiss/didok/8503224;47.152192936,9.02991826857;8865;https://meteo.sbb.ch/?didok=8503224;11;BIL
3225;Ziegelbrücke;122.0;6.0;60.0;600.0;00.00 - 24.00;00.00 - 24.00;00.00 - 24.00;;;;Elektrovelo;3.0;Selbstbedienungs-Station;Immer genügend Veloabstellplätze verfügbar;;0;;Ziegelbrücke Bahnhof;1;1;1;8503225;Ziegelbrücke;http://lod.opentransportdata.swiss/didok/8503225;47.1361559116,9.06005166998;8866;https://meteo.sbb.ch/?didok=8503225;11;ZB
3226;Nieder- und Oberurnen;16.0;4.0;40.0;400.0;00.00 - 24.00;00.00 - 24.00;00.00 - 24.00;;;;;;;Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt;;0;;;1;1;1;8503226;Nieder- und Oberurnen;http://lod.opentransportdata.swiss/didok/8503226;47.1223616886,9.0623937525;8867;https://meteo.sbb.ch/?didok=8503226;11;NOU
3227;Näfels-Mollis;27.0;4.0;40.0;400.0;00.00 - 24.00;00.00 - 24.00;00.00 - 24.00;;;;;;;Immer genügend Veloabstellplätze verfügbar;;0;;Näfels Bahnhof Näfels-Mollis;1;1;1;8503227;Näfels-Mollis;http://lod.opentransportdata.swiss/didok/8503227;47.0987192737,9.06995693502;8752;https://meteo.sbb.ch/?didok=8503227;11;NAEF
3230;Glarus;86.0;6.0;60.0;600.0;00.00 - 24.00;00.00 - 24.00;00.00 - 24.00;;;;;;;Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt;;0;;Glarus Bahnhof;1;1;1;8503230;Glarus;http://lod.opentransportdata.swiss/didok/8503230;47.0399241436,9.07156641336;8750;https://meteo.sbb.ch/?didok=8503230;11;GL
3231;Ennenda;;;;;;;;;;;;;;Immer genügend Veloabstellplätze verfügbar;;0;;;;;;8503231;Ennenda;http://lod.opentransportdata.swiss/didok/8503231;47.0329595432,9.07719380509;8750;https://meteo.sbb.ch/?didok=8503231;11;EDA
3232;Mitlödi;10.0;5.0;50.0;500.0;00.00 - 24.00;00.00 - 24.00;00.00 - 24.00;Monats- und Jahreskarten an bedienten Bahnschaltern erhältlich.;;;;;;Immer genügend Veloabstellplätze verfügbar;;0;;;1;0;1;8503232;Mitlödi;http://lod.opentransportdata.swiss/didok/8503232;47.010131613,9.08121194009;8756;https://meteo.sbb.ch/?didok=8503232;11;MIT
3233;Schwanden;36.0;5.0;50.0;500.0;00.00 - 24.00;00.00 - 24.00;00.00 - 24.00;;;;;;;Immer genügend Veloabstellplätze verfügbar;;0;;;1;1;1;8503233;Schwanden GL;http://lod.opentransportdata.swiss/didok/8503233;46.9968522403,9.07746572383;8762;https://meteo.sbb.ch/?didok=8503233;11;SCHD
3234;Nidfurn-Haslen;6.0;0.0;0.0;0.0;;;;;;;;;;Immer genügend Veloabstellplätze verfügbar;;0;;;0;0;0;8503234;Nidfurn-Haslen;http://lod.opentransportdata.swiss/didok/8503234;46.9858945251,9.05927645697;8773;https://meteo.sbb.ch/?didok=8503234;11;NID
3235;Leuggelbach;;;;;;;;;;;;;;Immer genügend Veloabstellplätze verfügbar;;0;;;;;;8503235;Leuggelbach;http://lod.opentransportdata.swiss/didok/8503235;46.9757428625,9.04694433718;8774;https://meteo.sbb.ch/?didok=8503235;11;LGB
3236;Luchsingen-Hätzingen;6.0;0.0;0.0;0.0;;;;;;;;;;Immer genügend Veloabstellplätze verfügbar;;0;;;0;0;0;8503236;Luchsingen-Hätzingen;http://lod.opentransportdata.swiss/didok/8503236;46.9650706922,9.03902248684;8775;https://meteo.sbb.ch/?didok=8503236;11;LU
3237;Diesbach-Betschwanden;6.0;0.0;0.0;0.0;;;;;;;;;;Immer genügend Veloabstellplätze verfügbar;;0;;;0;0;0;8503237;Diesbach-Betschwanden;http://lod.opentransportdata.swiss/didok/8503237;46.9461808069,9.02437338188;8777;https://meteo.sbb.ch/?didok=8503237;11;DSB
3238;Rüti GL;6.0;0.0;0.0;0.0;;;;;;;;;;Immer genügend Veloabstellplätze verfügbar;;0;;;0;0;0;8503238;Rüti GL;http://lod.opentransportdata.swiss/didok/8503238;46.9345459737,9.01303898247;8782;https://meteo.sbb.ch/?didok=8503238;11;RUET
3239;Linthal;6.0;0.0;0.0;0.0;;;;;;;Elektrovelo;4.0;Mietvelo in Linthal Braunwaldbahn erhältlich.;Immer genügend Veloabstellplätze verfügbar;;1;Gepäckschalter;;0;0;0;8503239;Linthal;http://lod.opentransportdata.swiss/didok/8503239;46.9255635907,8.99779486958;8783;https://meteo.sbb.ch/?didok=8503239;11;LIN
3239;Linthal;6.0;0.0;0.0;0.0;;;;;;;Kindervelo;2.0;Mietvelo in Linthal Braunwaldbahn erhältlich.;Immer genügend Veloabstellplätze verfügbar;;1;Gepäckschalter;;0;0;0;8503239;Linthal;http://lod.opentransportdata.swiss/didok/8503239;46.9255635907,8.99779486958;8783;https://meteo.sbb.ch/?didok=8503239;11;LIN
3239;Linthal Braunwaldbahn;;;;;;;;;;;;;;Immer genügend Veloabstellplätze verfügbar;;0;;;;;;8503239;Linthal;http://lod.opentransportdata.swiss/didok/8503239;46.9255635907,8.99779486958;8783;https://meteo.sbb.ch/?didok=8503239;11;LIN
3239;Linthal;6.0;0.0;0.0;0.0;;;;;;;Countrybike;20.0;Mietvelo in Linthal Braunwaldbahn erhältlich.;Immer genügend Veloabstellplätze verfügbar;;1;Gepäckschalter;;0;0;0;8503239;Linthal;http://lod.opentransportdata.swiss/didok/8503239;46.9255635907,8.99779486958;8783;https://meteo.sbb.ch/?didok=8503239;11;LIN
3300;Kempten;36.0;4.0;40.0;400.0;00.00 - 24.00;00.00 - 24.00;00.00 - 24.00;;;;;;;Immer genügend Veloabstellplätze verfügbar;;0;;;1;1;1;8503300;Kempten;http://lod.opentransportdata.swiss/didok/8503300;47.3320431153,8.8047206925;8620;https://meteo.sbb.ch/?didok=8503300;11;KN
3301;Pfäffikon ZH;86.0;5.0;50.0;500.0;00.00 - 24.00;00.00 - 24.00;00.00 - 24.00;Parken mit Abos ist nur auf der Anlage Süd möglich. Auf der Anlage Nord ist nur Kurzeitparking möglich.;;;;;;Immer genügend Veloabstellplätze verfügbar;;0;;Pfäffikon (ZH) Bahnhof;0;0;1;8503301;Pfäffikon ZH;http://lod.opentransportdata.swiss/didok/8503301;47.3670862379,8.78479969848;8330;https://meteo.sbb.ch/?didok=8503301;11;PFZ
3302;Fehraltorf;78.0;5.0;50.0;500.0;00.00 - 24.00;00.00 - 24.00;00.00 - 24.00;;;;;;;Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt;;0;;Fehraltorf Bahnhof;1;1;1;8503302;Fehraltorf;http://lod.opentransportdata.swiss/didok/8503302;47.3851228052,8.75028811504;8320;https://meteo.sbb.ch/?didok=8503302;11;FET
3303;Illnau;33.0;5.0;50.0;500.0;00.00 - 24.00;00.00 - 24.00;00.00 - 24.00;;;;;;;Immer genügend Veloabstellplätze verfügbar;;0;;Illnau Bahnhof;1;1;1;8503303;Illnau;http://lod.opentransportdata.swiss/didok/8503303;47.4088191897,8.72272752143;8308;https://meteo.sbb.ch/?didok=8503303;11;IL
3304;Kemptthal;;;;;;;;;;;;;;Immer genügend Veloabstellplätze verfügbar;;0;;;;;;8503304;Kemptthal;http://lod.opentransportdata.swiss/didok/8503304;47.4528388543,8.70558624821;8310;https://meteo.sbb.ch/?didok=8503304;11;KE
3305;Effretikon;58.0;6.0;60.0;600.0;00.00 - 24.00;00.00 - 24.00;00.00 - 24.00;;;;;;;Immer genügend Veloabstellplätze verfügbar;;0;;Effretikon Bahnhof;1;1;1;8503305;Effretikon;http://lod.opentransportdata.swiss/didok/8503305;47.4258120599,8.68667914444;8307;https://meteo.sbb.ch/?didok=8503305;11;EF
3306;Dietlikon;299.0;8.0;50.0;500.0;00.00 - 24.00;00.00 - 24.00;00.00 - 24.00;"Abonnemente gültig für PP am Bhf (60) und Schwimmbad Faisswiesen (240) <br> Bezug am SBB-Schalter u. Gemeindehaus.

SBB-Tageskarten und P+Rail-App nur gültig auf den Parkplätzen am Bahnhof.";;;;;;Immer genügend Veloabstellplätze verfügbar;;1;Gemeinde Dietlikon Tel 044 835 82 82;Dietlikon Bahnhof;0;1;1;8503306;Dietlikon;http://lod.opentransportdata.swiss/didok/8503306;47.420202064,8.61927640456;8305;https://meteo.sbb.ch/?didok=8503306;11;DTL
3307;Bassersdorf;122.0;6.0;60.0;600.0;00.00 - 24.00;00.00 - 24.00;00.00 - 24.00;;;;;;;Immer genügend Veloabstellplätze verfügbar;;0;;Bassersdorf Bahnhof;1;0;1;8503307;Bassersdorf;http://lod.opentransportdata.swiss/didok/8503307;47.4385705616,8.6262209443;8303;https://meteo.sbb.ch/?didok=8503307;11;BSD
3308;Kloten;48.0;10.0;80.0;800.0;00.00 - 24.00;00.00 - 24.00;00.00 - 24.00;;Gratisnummer 0800 44 22 66;;;;;Immer genügend Veloabstellplätze verfügbar;;0;;Kloten Bahnhof;1;1;1;8503308;Kloten;http://lod.opentransportdata.swiss/didok/8503308;47.4486072856,8.58380969746;8302;https://meteo.sbb.ch/?didok=8503308;11;KL
3309;Kloten Balsberg;;;;;;;;;;;;;;Immer genügend Veloabstellplätze verfügbar;;0;;;;;;8503309;Kloten Balsberg;http://lod.opentransportdata.swiss/didok/8503309;47.4422903702,8.57071849285;8302;https://meteo.sbb.ch/?didok=8503309;11;KLB
3310;Glattbrugg;24.0;12.0;80.0;800.0;00.00 - 24.00;00.00 - 24.00;00.00 - 24.00;;Gratisnummer 0800 44 22 66;;;;;Immer genügend Veloabstellplätze verfügbar;;1;Gepäckschalter (CHF 50/Jahr);;1;1;1;8503310;Glattbrugg;http://lod.opentransportdata.swiss/didok/8503310;47.4308267156,8.55885414875;8152;https://meteo.sbb.ch/?didok=8503310;11;GLB
3311;Rümlang;77.0;6.0;60.0;600.0;00.00 - 24.00;00.00 - 24.00;00.00 - 24.00;;;;;;;Immer genügend Veloabstellplätze verfügbar;;0;;Rümlang Bahnhof;1;1;1;8503311;Rümlang;http://lod.opentransportdata.swiss/didok/8503311;47.4540656088,8.5327673226;8153;https://meteo.sbb.ch/?didok=8503311;11;RUEM
3312;Oberglatt;88.0;10.0;60.0;600.0;00.00 - 24.00;00.00 - 24.00;00.00 - 24.00;;;;;;;Immer genügend Veloabstellplätze verfügbar;;0;;Oberglatt Bahnhof;0;0;1;8503312;Oberglatt ZH;http://lod.opentransportdata.swiss/didok/8503312;47.4702046116,8.51061883625;8154;https://meteo.sbb.ch/?didok=8503312;11;OGL
3313;Niederglatt;53.0;5.0;50.0;500.0;00.00 - 24.00;00.00 - 24.00;00.00 - 24.00;;;;;;;Immer genügend Veloabstellplätze verfügbar;;1;Gepäckschalter;;1;1;1;8503313;Niederglatt ZH;http://lod.opentransportdata.swiss/didok/8503313;47.4874710201,8.50331557555;8172;https://meteo.sbb.ch/?didok=8503313;11;NG
3314;Niederhasli;27.0;5.0;50.0;500.0;00.00 - 24.00;00.00 - 24.00;00.00 - 24.00;;;;;;;Immer genügend Veloabstellplätze verfügbar;;0;;;1;1;1;8503314;Niederhasli;http://lod.opentransportdata.swiss/didok/8503314;47.4783308835,8.48870740845;8155;https://meteo.sbb.ch/?didok=8503314;11;NIE
3315;Dielsdorf;34.0;5.0;50.0;500.0;00.00 - 24.00;00.00 - 24.00;00.00 - 24.00;;;;;;;Immer genügend Veloabstellplätze verfügbar;;0;;Dielsdorf Bahnhof;1;1;1;8503315;Dielsdorf;http://lod.opentransportdata.swiss/didok/8503315;47.4824205055,8.45944375321;8157;https://meteo.sbb.ch/?didok=8503315;11;DI
3316;Steinmaur;39.0;5.0;50.0;500.0;00.00 - 24.00;00.00 - 24.00;00.00 - 24.00;;;;;;;Immer genügend Veloabstellplätze verfügbar;;0;;;1;1;1;8503316;Steinmaur;http://lod.opentransportdata.swiss/didok/8503316;47.4899867587,8.44685777449;8162;https://meteo.sbb.ch/?didok=8503316;11;STMR
3317;Schöfflisdorf-Oberweningen;23.0;5.0;50.0;500.0;00.00 - 24.00;00.00 - 24.00;00.00 - 24.00;;;;;;;Immer genügend Veloabstellplätze verfügbar;;0;;;1;1;1;8503317;Schöfflisdorf-Oberweningen;http://lod.opentransportdata.swiss/didok/8503317;47.4979713603,8.41181230231;8165;https://meteo.sbb.ch/?didok=8503317;11;SCHO
3318;Niederweningen Dorf;30.0;7.0;70.0;700.0;.;;;;;;;;;Immer genügend Veloabstellplätze verfügbar;;0;;;1;1;1;8503318;Niederweningen Dorf;http://lod.opentransportdata.swiss/didok/8503318;47.5059136539,8.38107348439;8166;https://meteo.sbb.ch/?didok=8503318;11;NWD
3319;Niederweningen;84.0;7.0;70.0;700.0;00.00 - 24.00;00.00 - 24.00;00.00 - 24.00;;;;;;;Immer genügend Veloabstellplätze verfügbar;;0;;;1;1;1;8503319;Niederweningen;http://lod.opentransportdata.swiss/didok/8503319;47.5112005965,8.36963061177;8166;https://meteo.sbb.ch/?didok=8503319;11;NW
3340;Opfikon;55.0;8.0;70.0;700.0;00.00 - 24.00;00.00 - 24.00;00.00 - 24.00;;;;;;;Knappe Verfügbarkeit von Veloabstellplätzen, teilweise überbelegt;;0;;Opfikon Bahnhof;1;1;1;8503340;Opfikon;http://lod.opentransportdata.swiss/didok/8503340;47.4299548439,8.56179479491;8152;https://meteo.sbb.ch/?didok=8503340;11;OP
3340;Opfikon;55.0;8.0;70.0;700.0;00.00 - 24.00;00.00 - 24.00;00.00 - 24.00;;;;;;;Knappe Verfügbarkeit von Veloabstellplätzen, teilweise überbelegt;;0;;Opfikon Bahnhof / Giebeleichstrasse;1;1;1;8503340;Opfikon;http://lod.opentransportdata.swiss/didok/8503340;47.4299548439,8.56179479491;8152;https://meteo.sbb.ch/?didok=8503340;11;OP
3400;Bülach;234.0;6.0;60.0;600.0;00.00 - 24.00;00.00 - 24.00;00.00 - 24.00;;;;;;;Immer genügend Veloabstellplätze verfügbar;;1;Velostation https://www.velostation.ch/velostationen/buelach/;Bülach Bahnhof;1;1;1;8503400;Bülach;http://lod.opentransportdata.swiss/didok/8503400;47.5239499229,8.53620919891;8180;https://meteo.sbb.ch/?didok=8503400;11;BUE
3401;Glattfelden;63.0;4.0;40.0;400.0;;;;;;;;;;Immer genügend Veloabstellplätze verfügbar;;0;;;1;1;1;8503401;Glattfelden;http://lod.opentransportdata.swiss/didok/8503401;47.5485579811,8.52405519018;8192;https://meteo.sbb.ch/?didok=8503401;11;GF
3402;Eglisau;97.0;5.0;50.0;500.0;00.00 - 24.00;00.00 - 24.00;00.00 - 24.00;;;;;;;Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt;;0;;Eglisau Bahnhof;1;0;1;8503402;Eglisau;http://lod.opentransportdata.swiss/didok/8503402;47.572374547,8.51655801586;8193;https://meteo.sbb.ch/?didok=8503402;11;EGL
3403;Hüntwangen-Wil;114.0;7.0;70.0;700.0;00.00 - 24.00;00.00 - 24.00;00.00 - 24.00;;;;;;;Immer genügend Veloabstellplätze verfügbar;;0;;;1;0;1;8503403;Hüntwangen-Wil;http://lod.opentransportdata.swiss/didok/8503403;47.5812688989,8.51284804974;8193;https://meteo.sbb.ch/?didok=8503403;11;HUEW
3404;Rafz;103.0;7.0;70.0;700.0;00.00 - 24.00;00.00 - 24.00;00.00 - 24.00;;;;;;;Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt;;0;;;1;1;1;8503404;Rafz;http://lod.opentransportdata.swiss/didok/8503404;47.6037967951,8.54345141156;8197;https://meteo.sbb.ch/?didok=8503404;11;RZ
3405;Zweidlen;18.0;0.0;0.0;0.0;;;;;;;;;;Immer genügend Veloabstellplätze verfügbar;;0;;;0;0;0;8503405;Zweidlen;http://lod.opentransportdata.swiss/didok/8503405;47.5704481598,8.46791893705;8192;https://meteo.sbb.ch/?didok=8503405;11;ZWD
3408;Rekingen AG;14.0;5.0;50.0;500.0;;;;;;;;;;Immer genügend Veloabstellplätze verfügbar;;0;;;0;0;1;8503408;Rekingen AG;http://lod.opentransportdata.swiss/didok/8503408;47.5699713914,8.32712567861;5332;https://meteo.sbb.ch/?didok=8503408;11;REK
3409;Bad Zurzach;37.0;5.0;50.0;500.0;00.00 - 24.00;00.00 - 24.00;00.00 - 24.00;;;;;;;Immer genügend Veloabstellplätze verfügbar;;1;Gepäckschalter, Depot CHF 30.- für Schlüssel;;1;1;1;8503409;Bad Zurzach;http://lod.opentransportdata.swiss/didok/8503409;47.588313394,8.29558779478;5330;https://meteo.sbb.ch/?didok=8503409;11;ZZ
3410;Rietheim;;;;;;;;;;;;;;Immer genügend Veloabstellplätze verfügbar;;0;;;;;;8503410;Rietheim;http://lod.opentransportdata.swiss/didok/8503410;47.6007500947,8.27732794608;5323;https://meteo.sbb.ch/?didok=8503410;11;RIET
3411;Koblenz Dorf;;;;;;;;;;;;;;Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt;;0;;;;;;8503411;Koblenz Dorf;http://lod.opentransportdata.swiss/didok/8503411;47.6093860847,8.24016389696;5322;https://meteo.sbb.ch/?didok=8503411;11;KBD
3413;Kaiserstuhl AG;;;;;;;;;;;;;;Immer genügend Veloabstellplätze verfügbar;;0;;;;;;8503413;Kaiserstuhl AG;http://lod.opentransportdata.swiss/didok/8503413;47.5664467004,8.41916248796;5467;https://meteo.sbb.ch/?didok=8503413;11;KAAG
3414;Mellikon;;;;;;;;;;;;;;Immer genügend Veloabstellplätze verfügbar;;0;;;;;;8503414;Mellikon;http://lod.opentransportdata.swiss/didok/8503414;47.5684846801,8.35251071538;5465;https://meteo.sbb.ch/?didok=8503414;11;MELN
3415;Rümikon AG;;;;;;;;;;;;;;Immer genügend Veloabstellplätze verfügbar;;0;;;;;;8503415;Rümikon AG;http://lod.opentransportdata.swiss/didok/8503415;47.5653838498,8.37366691787;5464;https://meteo.sbb.ch/?didok=8503415;11;RUEN
3423;Neuhausen;66.0;8.0;60.0;600.0;00.00 - 24.00;00.00 - 24.00;00.00 - 24.00;;Gratisnummer 0800 44 22 66;;;;;Immer genügend Veloabstellplätze verfügbar;;0;;Neuhausen a. Rheinfall Bahnhof;1;0;1;8503423;Neuhausen;http://lod.opentransportdata.swiss/didok/8503423;47.683133412,8.62493454562;8212;https://meteo.sbb.ch/?didok=8503423;11;NH
3424;Schaffhausen;80.0;15.0;160.0;1920.0;;;;"Die Parkplätze befinden sich im Parkhaus Bleiche-Areal beim Hotel ArconaLiving. Für den ermässigten Tagestarif bitte das Parkticket am Schalter im Bahnhof Schaffhausen entwerten.
Monats- und Jahreskarten sind bei der Herrenacker Parkhaus AG erhältlich (Tel 052 624 03 03).
Ein- und Ausfahrt erfolgt ab der Mühlentalstrasse.
2 Ladestationen für Elektro-Autos vorhanden.
Mehr Informationen erhalten Sie am Billettschalter. Beim Bezug eines Parkabonnements bei der Herrenacker Parkhaus AG bringen Sie bitte Ihr gültiges Bahnabonnement oder, falls Sie einen SwissPass besitzen, einen Ausdruck aus Ihrem SwissPass-Konto vorbei.";Gratisnummer 0800 44 22 66;"Zugehörige Agglomerationsstandorte: Neuhausen, Feuerthalen, Fluringen, Herblingen.

RailTaxi-Partner: Taxi-Kurier 2000 GmbH";Kindertrailer;2.0;Ausgabe/Rücknahme der Velos in örtlicher Velostation;Immer genügend Veloabstellplätze verfügbar;;1;Velostation http://www.stiftung-impuls.ch/10155.0.html;Schaffhausen Bahnhof;0;0;1;8503424;Schaffhausen;http://lod.opentransportdata.swiss/didok/8503424;47.6982815148,8.63275578013;8200;https://meteo.sbb.ch/?didok=8503424;11;SH
3424;Schaffhausen;80.0;15.0;160.0;1920.0;;;;"Die Parkplätze befinden sich im Parkhaus Bleiche-Areal beim Hotel ArconaLiving. Für den ermässigten Tagestarif bitte das Parkticket am Schalter im Bahnhof Schaffhausen entwerten.
Monats- und Jahreskarten sind bei der Herrenacker Parkhaus AG erhältlich (Tel 052 624 03 03).
Ein- und Ausfahrt erfolgt ab der Mühlentalstrasse.
2 Ladestationen für Elektro-Autos vorhanden.
Mehr Informationen erhalten Sie am Billettschalter. Beim Bezug eines Parkabonnements bei der Herrenacker Parkhaus AG bringen Sie bitte Ihr gültiges Bahnabonnement oder, falls Sie einen SwissPass besitzen, einen Ausdruck aus Ihrem SwissPass-Konto vorbei.";Gratisnummer 0800 44 22 66;"Zugehörige Agglomerationsstandorte: Neuhausen, Feuerthalen, Fluringen, Herblingen.

RailTaxi-Partner: Taxi-Kurier 2000 GmbH";Kinderanhänger;1.0;Ausgabe/Rücknahme der Velos in örtlicher Velostation;Immer genügend Veloabstellplätze verfügbar;;1;Velostation http://www.stiftung-impuls.ch/10155.0.html;Schaffhausen Bahnhof;0;0;1;8503424;Schaffhausen;http://lod.opentransportdata.swiss/didok/8503424;47.6982815148,8.63275578013;8200;https://meteo.sbb.ch/?didok=8503424;11;SH
3424;Schaffhausen;80.0;15.0;160.0;1920.0;;;;"Die Parkplätze befinden sich im Parkhaus Bleiche-Areal beim Hotel ArconaLiving. Für den ermässigten Tagestarif bitte das Parkticket am Schalter im Bahnhof Schaffhausen entwerten.
Monats- und Jahreskarten sind bei der Herrenacker Parkhaus AG erhältlich (Tel 052 624 03 03).
Ein- und Ausfahrt erfolgt ab der Mühlentalstrasse.
2 Ladestationen für Elektro-Autos vorhanden.
Mehr Informationen erhalten Sie am Billettschalter. Beim Bezug eines Parkabonnements bei der Herrenacker Parkhaus AG bringen Sie bitte Ihr gültiges Bahnabonnement oder, falls Sie einen SwissPass besitzen, einen Ausdruck aus Ihrem SwissPass-Konto vorbei.";Gratisnummer 0800 44 22 66;"Zugehörige Agglomerationsstandorte: Neuhausen, Feuerthalen, Fluringen, Herblingen.

RailTaxi-Partner: Taxi-Kurier 2000 GmbH";Kindervelo;3.0;Ausgabe/Rücknahme der Velos in örtlicher Velostation;Immer genügend Veloabstellplätze verfügbar;;1;Velostation http://www.stiftung-impuls.ch/10155.0.html;Schaffhausen Bahnhof;0;0;1;8503424;Schaffhausen;http://lod.opentransportdata.swiss/didok/8503424;47.6982815148,8.63275578013;8200;https://meteo.sbb.ch/?didok=8503424;11;SH
